id,key,value,type
837056025,amenity,pub,regular
837056025,name,Cabana Bar and Lounge,regular
837160506,amenity,school,regular
837160506,name,St Gabriel's School for Hearing Impaired Children,regular
840175528,amenity,waste_basket,regular
840175528,source,nearmap; survey,regular
841427165,amenity,parking,regular
841427165,source,nearmap,regular
842918366,amenity,school,regular
842918366,name,Cameragal Montessori School,regular
842918366,source,survey,regular
842976705,leisure,playground,regular
842976705,source,nearmap,regular
848389462,highway,traffic_signals,regular
861235787,amenity,drinking_water,regular
864307932,amenity,fast_food,regular
864307932,name,Cambridge Park Take Away Foods,regular
871670151,amenity,bench,regular
871670151,backrest,yes,regular
871670151,source,survey,regular
878260117,bench,yes,regular
878260117,highway,bus_stop,regular
878260117,name,Cricketers,regular
878260117,shelter,yes,regular
878260117,source,nearmap; local_knowledge,regular
895172481,highway,bus_stop,regular
907714175,barrier,gate,regular
907948062,source,survey,regular
907948062,tourism,viewpoint,regular
908434531,amenity,toilets,regular
908434531,fee,no,regular
908434531,wheelchair,no,regular
910343350,name,Bate Bay,regular
910343350,natural,bay,regular
910343350,source,historical,regular
910343392,name,Shell Point,regular
910343392,natural,point,regular
910343392,place,locality,regular
910343392,source,historical,regular
910343392,source_ref,http://parishmaps.lands.nsw.gov.au/mrsid/image_sid.pl?client=pmap&image=PMapMN05/14039502.sid,regular
910577257,access,no,regular
910577257,barrier,gate,regular
910577257,source,survey,regular
910577257,survey,gps,regular
911567249,name,Double Bay,regular
911567249,natural,bay,regular
911567249,source,historical,regular
913079170,amenity,bicycle_parking,regular
913079170,operator,UNSW (Security phone: +61 2 9385 6000),regular
913079170,source,survey,regular
913079170,location,nearmap,source
913079170,operator,UNSW website,source
913265137,name,Clontarf Point,regular
913265137,natural,point,regular
913265137,place,locality,regular
913265137,source,historical,regular
913265137,source_ref,http://parishmaps.lands.nsw.gov.au/mrsid/image_sid.pl?client=pmap&image=PMapMN04/14041902.sid,regular
926183211,name,Diamond Bay,regular
926183211,natural,bay,regular
926183211,source,historical,regular
928133180,barrier,gate,regular
934188476,name,Lady Bay,regular
934188476,natural,bay,regular
934188476,source,historical,regular
934188476,source_ref,http://nla.gov.au/nla.map-rm1273,regular
936115858,amenity,place_of_worship,regular
936115858,name,Sydwest Asian Christian Church,regular
936115858,religion,christian,regular
951237980,bench,no,regular
951237980,highway,bus_stop,regular
951237980,shelter,no,regular
963990570,name,Burraneer Bay,regular
963990570,natural,bay,regular
975541037,amenity,bench,regular
975541037,source,survey,regular
975541037,location,nearmap,source
976322878,building,entrance,regular
979995161,barrier,cycle_barrier,regular
984955293,amenity,place_of_worship,regular
984955293,denomination,anglican,regular
984955293,name,St Mark's Anglican Church,regular
984955293,religion,christian,regular
995283128,aeroway,windsock,regular
995283128,source,nearmap,regular
1000014892,amenity,restaurant,regular
1000014892,name,La Cucina,regular
1000014892,source,survey,regular
1000014892,location,nearmap,source
1005124121,amenity,bicycle_parking,regular
1005124121,source,survey,regular
1005124121,location,nearmap,source
1005964148,amenity,drinking_water,regular
1026270886,source,yahoo,regular
1068594227,amenity,toilets,regular
1074768987,traffic_calming,table,regular
1080127405,highway,traffic_signals,regular
1081217619,amenity,restaurant,regular
1081217619,cuisine,vietnamese,regular
1084662516,street,Bourke Street,addr
1084662516,amenity,cafe,regular
1084662516,name,Cafe Zoe,regular
1095964184,amenity,fuel,regular
1095964184,name,Prime,regular
1096558307,barrier,gate,regular
1096558307,bicycle,no,regular
1096558307,foot,no,regular
1099214648,ref,99A,regular
1099214648,source,nearmap,regular
1099313562,aeroway,gate,regular
1099313562,ref,40A,regular
1099313562,source,nearmap,regular
1099313600,aeroway,gate,regular
1099313600,ref,18,regular
1099313600,source,nearmap,regular
1099334423,aeroway,gate,regular
1099334423,ref,34,regular
1099334423,source,nearmap,regular
1099334784,aeroway,gate,regular
1099334784,ref,55,regular
1099334784,source,nearmap,regular
1101833090,ford,stepping_stones,regular
1104320976,beacon,lateral_port,regular
1104320976,seamark,beacon,regular
1104320976,source,nearmap,regular
1104321021,beacon,lateral_port,regular
1104321021,seamark,beacon,regular
1104321021,beacon_lateral:category,port,seamark
1104321021,beacon_lateral:colour,red,seamark
1104321021,beacon_lateral:system,iala-a,seamark
1104321021,type,beacon_lateral,seamark
1104321021,source,survey,regular
1104321021,location,nearmap,source
1104321056,colour,red,buoy
1104321056,fixme,survey needed to check purpose of object,regular
1104321056,seamark,buoy,regular
1104321056,source,nearmap,regular
1110141988,leisure,playground,regular
1110141988,wheelchair,limited,regular
1112792495,name,Chain Reaction Bicycle Company,regular
1112792495,shop,bicycle,regular
1112792495,source,survey,regular
1112792495,location,nearmap,source
1117739830,housenumber,165,addr
1117739830,postcode,2000,addr
1117739830,street,King Street,addr
1117739830,amenity,restaurant,regular
1117739830,cuisine,chinese,regular
1117739830,name,Deli Choice,regular
1120447919,seamark,buoy,regular
1120447919,source,nearmap,regular
1121134351,amenity,pharmacy,regular
1121141302,amenity,restaurant,regular
1123161446,amenity,fast_food,regular
1123161446,cuisine,burger,regular
1123161446,name,McDonalds,regular
1124634895,amenity,atm,regular
1124634895,operator,Westpac,regular
1124634895,source,survey,regular
1124634895,location,nearmap,source
1129299152,housenumber,136,addr
1129299152,street,Croyton Road,addr
1129299152,shop,convenience,regular
1136327826,barrier,gate,regular
1136327826,school,entrance,regular
1141753587,amenity,toilets,regular
1142018055,amenity,fuel,regular
1146889228,highway,crossing,regular
1146889228,source,nearmap,regular
1147198652,barrier,cycle_barrier,regular
1150426376,highway,crossing,regular
1152530469,highway,bus_stop,regular
1152530469,shelter,yes,regular
1152530469,source,survey,regular
1152530469,location,nearmap,source
1157256566,amenity,cafe,regular
1157256566,source,survey,regular
1157256566,location,nearmap,source
1157987630,traffic_calming,table,regular
1158725632,leisure,playground,regular
1160951430,amenity,restaurant,regular
1160951430,cuisine,greek,regular
1160951430,name,Santorini,regular
1167963331,amenity,bench,regular
1167963331,source,survey,regular
1170757359,amenity,fast_food,regular
1171698774,crossing,traffic_signals,regular
1171698774,highway,crossing,regular
1171706911,highway,crossing,regular
1186833068,barrier,gate,regular
1191078363,ref,K 2656,regular
1191078363,fixme,please_fix_position,seamark
1191078363,light:character,Fl,seamark
1191078363,light:colour,red,seamark
1191078363,light:group,3,seamark
1191078363,light:height,12,seamark
1191078363,light:information,Visible in fairway of harbor between Shark Point and Point Piper.,seamark
1191078363,light:period,8,seamark
1191078363,light:range,6,seamark
1191078363,light:ref,K 2656,seamark
1191078363,light:sequence,"1+(1),1+(1),1+(3)",seamark
1191078363,longname,SYDNEY HARBOR. Shark Island.,seamark
1191078363,name,Shark Island.,seamark
1191078363,type,light_minor,seamark
1191078363,source,US NGA Pub. 111. 2010-09-02.,regular
1191078853,ref,K 2695.5,regular
1191078853,beacon_lateral:category,port,seamark
1191078853,beacon_lateral:system,iala-a,seamark
1191078853,fixme,"please_fix_postion,beacon_guess",seamark
1191078853,light:character,F,seamark
1191078853,light:colour,red,seamark
1191078853,light:information,"R, beacon, topmark.",seamark
1191078853,light:ref,K 2695.5,seamark
1191078853,longname,SYDNEY HARBOR. Simmons Point.,seamark
1191078853,name,Simmons Point.,seamark
1191078853,type,beacon_lateral,seamark
1191078853,source,US NGA Pub. 111. 2010-09-02.,regular
1191079531,light:category,lower,seamark
1191079531,light:character,Fl,seamark
1191079531,light:colour,yellow,seamark
1191079531,light:period,2,seamark
1191079531,light:reference,K 2625.5,seamark
1191079531,type,light_minor,seamark
1191079531,source,US NGA Pub. 111. 2010-09-02.,regular
1191080036,ref,K 2619.5,regular
1191080036,fixme,please_fix_position,seamark
1191080036,light:character,Iso,seamark
1191080036,light:colour,white,seamark
1191080036,light:height,4,seamark
1191080036,light:period,2,seamark
1191080036,light:range,8,seamark
1191080036,light:ref,K 2619.5,seamark
1191080036,longname,"Port Hacking, Glaisher Point. Burraneer Point.",seamark
1191080036,name,Burraneer Point.,seamark
1191080036,type,light_minor,seamark
1191080036,source,US NGA Pub. 111. 2010-09-02.,regular
1217312890,power,tower,regular
1218574733,leisure,playground,regular
1218574733,source,nearmap,regular
1226582389,power,tower,regular
1226582389,source,nearmap,regular
1228877386,leisure,playground,regular
1228877442,amenity,parking,regular
1230231675,name,Dolls Point Baths,regular
1230231675,sport,swimming,regular
1230267720,natural,tree,regular
1230267720,source,survey,regular
1230267720,location,nearmap,source
1230267720,type,palm,regular
1230267856,natural,tree,regular
1230267856,source,survey,regular
1230267856,location,nearmap,source
1230267856,type,conifer,regular
1230267992,natural,tree,regular
1230267992,source,survey,regular
1230267992,location,nearmap,source
1230267992,type,palm,regular
1230268067,natural,tree,regular
1230268067,source,survey,regular
1230268067,location,nearmap,source
1230268067,type,palm,regular
1230268152,natural,tree,regular
1230268152,source,survey,regular
1230268152,location,nearmap,source
1230268152,type,palm,regular
1230268232,natural,tree,regular
1230268232,source,survey,regular
1230268232,location,nearmap,source
1230268232,type,conifer,regular
1236755601,highway,crossing,regular
1236755601,source,bing,regular
1250913033,hiking,yes,regular
1250913033,information,guidepost,regular
1250913033,tourism,information,regular
1256214640,barrier,gate,regular
1256214640,source,nearmap,regular
1258959107,leisure,playground,regular
1258959107,source,nearmap,regular
1258959107,wheelchair,no,regular
1258977751,source,nearmap,regular
1259008134,amenity,toilets,regular
1259008134,attribution,Based on Mosman Council data,regular
1259008134,opening_hours,24/7,regular
1259008134,operator,Mosman Council,regular
1259008134,source_ref,"http://data.mosman.nsw.gov.au/dataset/50,Public-amenities-maintained-by-Mosman-Council",regular
1259008134,wheelchair,no,regular
1259073027,amenity,waste_basket,regular
1259073027,source,survey,regular
1259073027,location,nearmap,source
1263011009,man_made,communications_tower,regular
1263011009,name,Telstra Tower,regular
1263296138,crossing,island,regular
1263296138,highway,crossing,regular
1264487033,amenity,atm,regular
1264487033,wheelchair,yes,regular
1266458955,amenity,bench,regular
1266458955,source,survey,regular
1266458955,location,nearmap,source
1268348578,name,The Menzies,regular
1268348578,tourism,hotel,regular
1277993018,name,Town Hall,regular
1277993018,railway,subway_entrance,regular
1277993018,location,nearmap,source
1280180484,amenity,toilets,regular
1280189383,housenumber,29-35,addr
1280189383,street,President Avenue,addr
1280189383,amenity,pharmacy,regular
1280189383,name,Chemist Warehouse,regular
1280199989,historic,memorial,regular
1281315682,amenity,fast_food,regular
1281315682,cuisine,chicken,regular
1281315682,name,Ritz Chix,regular
1283593138,amenity,pub,regular
1283593138,name,Cronulla Lawn Bowling Club,regular
1287646955,historic,house,regular
1287646955,name,Lynnvale,regular
1294049798,name,David Newton,regular
1294049798,shop,real_estate,regular
1298324831,amenity,bench,regular
1298324831,backrest,yes,regular
1298324831,source,survey,regular
1298324831,location,nearmap,source
1301244838,amenity,bicycle_parking,regular
1301244838,source,survey,regular
1301244903,amenity,bicycle_parking,regular
1301244903,source,survey,regular
1302783137,crossing,uncontrolled,regular
1302783137,highway,crossing,regular
1302783137,source,survey,regular
1304835245,highway,bus_stop,regular
1313089963,highway,bus_stop,regular
1321228660,leisure,playground,regular
1321228660,name,Funz Play Cafe,regular
1323016229,seamark,beacon,regular
1323016229,source,nearmap,regular
1323184557,buoy,cardinal_east,regular
1323184557,seamark,buoy,regular
1323184557,source,survey,regular
1323184557,location,nearmap,source
1323184557,topmark,2cones_base2base,regular
1323184557,colour,black,topmark
1330398969,bench,yes,regular
1330398969,highway,bus_stop,regular
1330398969,shelter,yes,regular
1330398969,source,nearmap,regular
1332233343,highway,bus_stop,regular
1332310672,bus,yes,regular
1332310672,highway,bus_stop,regular
1332310672,public_transport,stop_position,regular
1334520608,bench,yes,regular
1334520608,highway,bus_stop,regular
1334520608,shelter,yes,regular
1334520608,source,survey,regular
1342163380,man_made,communications_tower,regular
1343248620,man_made,lighthouse,regular
1343310930,highway,turning_circle,regular
1346598581,amenity,pharmacy,regular
1350996688,amenity,place_of_worship,regular
1350996688,denomination,catholic,regular
1350996688,name,Croatian Church of Our Lady,regular
1350996688,religion,christian,regular
1354677120,highway,bus_stop,regular
1354688777,man_made,pole,regular
1368771290,amenity,pub,regular
1368771290,name,P J O'Brien's,regular
1380156673,amenity,hospital,regular
1380156673,emergency,no,regular
1380156673,name,Macquarie University Hospital,regular
1408488866,amenity,pub,regular
1408488866,name,Drummoyne Sports Club,regular
1408488866,wifi,no,regular
1417009836,name,Woolworths,regular
1417009836,shop,supermarket,regular
1420545294,highway,bus_stop,regular
1420545294,name,Hill End Road,regular
1422555618,phone,+61 410 251 141,contact
1422555618,website,http://www.reidcycles.com.au,contact
1422555618,name,Reid Cycles,regular
1422555618,phone,+61 410 251 141,regular
1422555618,shop,bicycle,regular
1422555618,url,http://www.reidcycles.com.au,regular
1423737086,name,Gladesville Newsagent,regular
1423737086,shop,newsagent,regular
1423739424,access,foot,regular
1423739424,barrier,bollard,regular
1423739424,source,survey,regular
1424863677,amenity,taxi,regular
1426705238,amenity,fast_food,regular
1426705238,cuisine,fish_and_chips,regular
1426705238,name,Mohr,regular
1426705238,source,survey,regular
1427601749,railway,subway_entrance,regular
1430672141,access,foot,regular
1430672141,barrier,bollard,regular
1460582139,amenity,theatre,regular
1460582139,name,Lyric Theatre,regular
1460582139,wheelchair,yes,regular
1479669213,barrier,bollard,regular
1481002938,shop,supermarket,regular
1482092059,amenity,pub,regular
1482092059,name,Lone Pine Tavern,regular
1500998497,name,Hammondville Bakery,regular
1500998497,shop,bakery,regular
1501547766,amenity,car_rental,regular
1501547766,name,Thrifty,regular
1501547766,operator,Thrifty,regular
1522573429,highway,bus_stop,regular
1541874100,highway,traffic_signals,regular
1555183897,railway,buffer_stop,regular
1562157288,name,Martin Place,regular
1562157288,railway,subway_entrance,regular
1569974455,traffic_calming,table,regular
1573733718,railway,buffer_stop,regular
1573733971,railway,buffer_stop,regular
1576421180,railway,buffer_stop,regular
1577583965,barrier,gate,regular
1577706014,railway,buffer_stop,regular
1582050035,railway,buffer_stop,regular
1584147871,railway,buffer_stop,regular
1585229376,railway,buffer_stop,regular
1590274970,railway,buffer_stop,regular
1597172333,historic,archaeological_site,regular
1597172333,name,Shell midden,regular
1597401307,railway,level_crossing,regular
1599169749,barrier,lift_gate,regular
1604522373,highway,bus_stop,regular
1610166196,barrier,lift_gate,regular
1610166196,bicycle,yes,regular
1610166196,foot,yes,regular
1612463919,amenity,fast_food,regular
1612463919,cuisine,pizza,regular
1612463919,name,Hilltop Oven,regular
1613714327,housenumber,53,addr
1613714327,postcode,2160,addr
1613714327,street,Centenary Road,addr
1613714327,building,yes,regular
1613758373,amenity,atm,regular
1613758373,operator,Commonwealth Bank,regular
1613782576,highway,bus_stop,regular
1613895221,amenity,fast_food,regular
1613895221,cuisine,pizza,regular
1613895221,name,Stars On The Run,regular
1613895221,wheelchair,yes,regular
1613914487,amenity,bbq,regular
1613920260,amenity,bench,regular
1614079774,shop,hairdresser,regular
1614394688,highway,turning_circle,regular
1615548533,source,PGS,regular
1616181198,amenity,fast_food,regular
1616181198,cuisine,international,regular
1616181198,name,Food Hall,regular
1616361030,amenity,fast_food,regular
1616361030,cuisine,chicken,regular
1616361030,name,KFC,regular
1618699976,amenity,fuel,regular
1618699976,atm,yes,amenity
1618699976,carwash,no,amenity
1618699976,cleango,no,amenity
1618699976,eftpos,yes,amenity
1618699976,express,yes,amenity
1618699976,restaurant,no,amenity
1618699976,superwash,no,amenity
1618699976,truck_stop,no,amenity
1618699976,BP:address,"236 - 240 Georges River Rd, Croydon Park NSW 2133",regular
1618699976,BP:location_id,1397,regular
1618699976,diesel,yes,fuel
1618699976,e10,yes,fuel
1618699976,fuel:GTL_diesel,no,regular
1618699976,lpg,no,fuel
1618699976,octane_91,no,fuel
1618699976,octane_95,yes,fuel
1618699976,octane_98,yes,fuel
1618699976,name,BP Express Croydon Park,regular
1618699976,operator,BP,regular
1618699976,phone,+61-2-9799-2645,regular
1618699976,lpg_bottles,yes,rent
1618699976,trailers,yes,rent
1618699976,source,bp.com,regular
1618699976,toilets,no,regular
1618721613,highway,turning_circle,regular
1619647590,source,ABS2011-data.gov.au,regular
1620892547,amenity,bicycle_parking,regular
1620892547,capacity,4,regular
1620892547,covered,no,regular
1620923230,source,ABS2011-data.gov.au,regular
1620923258,source,ABS2011-data.gov.au,regular
1620923283,source,ABS2011-data.gov.au,regular
1620923315,source,ABS2011-data.gov.au,regular
1620923340,source,ABS2011-data.gov.au,regular
1620923365,source,ABS2011-data.gov.au,regular
1620923394,source,ABS2011-data.gov.au,regular
1620923422,source,ABS2011-data.gov.au,regular
1624774297,source,PGS,regular
1627317682,highway,traffic_signals,regular
1627556689,name,Triniti Business Park,regular
1628186582,power,tower,regular
1628863542,amenity,bicycle_parking,regular
1628863542,capacity,2,regular
1631947597,housenumber,9,addr
1631947597,postcode,2160,addr
1631947597,street,Douglas Street,addr
1631947597,building,yes,regular
1633401188,housenumber,189,addr
1633401188,street,Kent Street,addr
1633401188,addr,survey,source
1643815007,name,The Bike Barn,regular
1643815007,shop,bicycle,regular
1643815007,source,knowledge,regular
1652394239,amenity,cafe,regular
1653231545,traffic_calming,bump,regular
1659730510,tourism,picnic_site,regular
1661846561,amenity,telephone,regular
1663857801,highway,traffic_signals,regular
1666748024,highway,traffic_signals,regular
1670142616,ref,2,regular
1670142616,source,survey,regular
1672835940,highway,traffic_signals,regular
1680959676,leisure,playground,regular
1684069563,crossing,yes,regular
1684069563,highway,traffic_signals,regular
1685336051,highway,crossing,regular
1689304003,highway,traffic_signals,regular
1689329569,highway,traffic_signals,regular
1691334619,highway,traffic_signals,regular
1691515205,highway,traffic_signals,regular
1705361043,highway,crossing,regular
1705361043,traffic_calming,hump,regular
1707803662,amenity,post_box,regular
1712265074,highway,traffic_signals,regular
1716262723,amenity,place_of_worship,regular
1716262723,name,Our Lady of Mount Carmel,regular
1717328170,name,Old Catholic,regular
1717328170,place,locality,regular
1726194276,amenity,fast_food,regular
1726194276,cuisine,spanish,regular
1726194276,name,Oporto,regular
1730331047,highway,turning_circle,regular
1730358096,barrier,bollard,regular
1730358096,bicycle,yes,regular
1730358096,foot,yes,regular
1732566728,amenity,veterinary,regular
1732566728,source,survey,regular
1733965189,man_made,flagpole,regular
1736726950,highway,turning_circle,regular
1742619222,amenity,fuel,regular
1742619222,brand,7-Eleven,regular
1742619222,name,7-Eleven,regular
1742619222,operator,7-Eleven,regular
1745101641,leisure,playground,regular
1756919770,power,tower,regular
1757844904,highway,traffic_signals,regular
1758052892,highway,turning_circle,regular
1760425138,highway,traffic_signals,regular
1762593367,traffic_calming,table,regular
1762740202,highway,traffic_signals,regular
1762751349,highway,crossing,regular
1771169790,highway,bus_stop,regular
1771169790,source,survey,regular
1776519265,highway,traffic_signals,regular
1776903301,access,private,regular
1776903301,amenity,restaurant,regular
1776903301,name,OR's Mess,regular
1778674196,amenity,cafe,regular
1778674196,cuisine,coffee_shop,regular
1778674196,name,Meze Me,regular
1778747867,barrier,cycle_barrier,regular
1778747867,bicycle,dismount,regular
1779114879,highway,bus_stop,regular
1779114879,name,215075,regular
1781933728,highway,crossing,regular
1782040141,highway,traffic_signals,regular
1782555596,tourism,viewpoint,regular
1789864872,highway,crossing,regular
1797755456,door,yes,regular
1797849413,door,yes,regular
1797849516,door,yes,regular
1797849516,indoor,yes,regular
1797849566,door,yes,regular
1798151562,leisure,playground,regular
1800236531,highway,traffic_signals,regular
1801237573,attribution,Thomas Mattern,regular
1801237573,leisure,golf_course,regular
1802848886,highway,traffic_signals,regular
1804700651,amenity,swimming_pool,regular
1804700651,covered,yes,regular
1804700651,name,Galston Aquatic Center,regular
1804700651,sport,swimming,regular
1805640593,sport,golf,regular
1805734634,leisure,playground,regular
1805734634,source,GPS survey,regular
1805847823,highway,turning_circle,regular
1812389142,housenumber,201,addr
1812389142,postcode,2000,addr
1812389142,street,Sussex Street,addr
1812389142,amenity,restaurant,regular
1812389142,name,Chinta Ria,regular
1812389142,website,https://www.facebook.com/pages/Chinta-Ria-Temple-Of-Love/133265790054252,regular
1812582382,highway,turning_circle,regular
1813148738,amenity,bicycle_parking,regular
1813148738,capacity,7,regular
1813148738,covered,no,regular
1813148738,operator,UNSW (Security phone: +61 2 9385 6000),regular
1813148738,operator,UNSW website,source
1813353478,highway,bus_stop,regular
1813445456,source,GPS survey,regular
1815543236,name,Waverton Fine Food & Wine,regular
1815543236,shop,deli,regular
1817253975,traffic_calming,table,regular
1817317915,highway,crossing,regular
1817320820,highway,traffic_signals,regular
1818211251,highway,traffic_signals,regular
1819242276,highway,turning_circle,regular
1820897787,highway,turning_circle,regular
1821025624,traffic_calming,table,regular
1821078919,note,school zone east of here,regular
1821137220,highway,turning_circle,regular
1821582144,highway,traffic_signals,regular
1822907051,amenity,place_of_worship,regular
1822907051,denomination,anglican,regular
1822907051,name,St Columbs Anglican Church,regular
1822907051,religion,christian,regular
1822938150,amenity,school,regular
1822938150,name,Marsden High School,regular
1825957129,highway,traffic_signals,regular
1831853948,highway,traffic_signals,regular
1831897242,highway,traffic_signals,regular
1832327997,highway,crossing,regular
1832330456,highway,traffic_signals,regular
1832682935,crossing,traffic_signals,regular
1832695072,highway,traffic_signals,regular
1832707615,crossing,zebra,regular
1832707615,highway,crossing,regular
1832718719,highway,traffic_signals,regular
1833107577,amenity,place_of_worship,regular
1833107577,denomination,anglican,regular
1833107577,name,St. Barnabas,regular
1833107577,religion,christian,regular
1833107577,source,survey,regular
1833107577,website,www.barneys.org.au,regular
1833120155,highway,traffic_signals,regular
1833142908,housenumber,66,addr
1833142908,street,Bay Street,addr
1833142908,source,photo,regular
1833174938,highway,traffic_signals,regular
1833251521,amenity,toilets,regular
1833251521,source,photo,regular
1833685553,highway,turning_circle,regular
1833786049,crossing,zebra,regular
1833786049,highway,crossing,regular
1833786049,location,bing,source
1833794498,highway,turning_circle,regular
1833794498,source,Bing,regular
1833885869,highway,traffic_signals,regular
1833974338,highway,turning_circle,regular
1834055072,barrier,gate,regular
1834467789,highway,turning_circle,regular
1834471525,highway,turning_circle,regular
1834494204,highway,turning_circle,regular
1834557593,highway,turning_circle,regular
1834592300,source,GPS survey,regular
1834715403,highway,turning_circle,regular
1834842494,highway,turning_circle,regular
1834925157,highway,traffic_signals,regular
1834925183,highway,traffic_signals,regular
1834977624,power,tower,regular
1835071449,highway,turning_circle,regular
1835239495,housenumber,25,addr
1835281938,highway,turning_circle,regular
1836040183,crossing,zebra,regular
1836040183,highway,crossing,regular
1836106066,highway,traffic_signals,regular
1836168615,highway,traffic_signals,regular
1836168996,crossing,zebra,regular
1836168996,highway,crossing,regular
1836180355,power,tower,regular
1836180355,source,Bing,regular
1836207131,highway,turning_circle,regular
1836302951,crossing,toucan,regular
1836366860,highway,traffic_signals,regular
1836455750,highway,turning_circle,regular
1836465710,housenumber,69,addr
1836465710,street,Woronora Crescent,addr
1836471375,highway,turning_circle,regular
1836547873,highway,traffic_signals,regular
1836626732,highway,turning_circle,regular
1836658856,highway,turning_circle,regular
1836876947,highway,turning_circle,regular
1836881643,highway,turning_circle,regular
1836978798,highway,turning_circle,regular
1837128498,highway,traffic_signals,regular
1837227404,power,tower,regular
1837227429,power,tower,regular
1837233089,power,tower,regular
1837233089,source,Bing,regular
1837233114,power,tower,regular
1837233114,source,Bing,regular
1837233140,power,tower,regular
1837233140,source,Bing,regular
1837233166,power,tower,regular
1837233166,source,Bing,regular
1837480980,name,Cronulla,regular
1837480980,operator,CityRail,regular
1837480980,public_transport,station,regular
1837480980,railway,station,regular
1837670634,highway,traffic_signals,regular
1837763369,highway,traffic_signals,regular
1837774754,highway,bus_stop,regular
1837774754,source,Local Knowledge,regular
1837794156,highway,traffic_signals,regular
1838250876,power,pole,regular
1838250876,ref,BE10223,regular
1838250876,source,GPS survey,regular
1838332357,highway,turning_circle,regular
1838337226,highway,traffic_signals,regular
1838415585,highway,turning_circle,regular
1838501164,highway,traffic_signals,regular
1838566942,highway,traffic_signals,regular
1838598553,highway,crossing,regular
1838598553,name,Bexley X Reginald,regular
1838670588,highway,traffic_signals,regular
1838695512,highway,turning_circle,regular
1838735158,highway,traffic_signals,regular
1838774017,highway,traffic_signals,regular
1838810497,highway,turning_circle,regular
1838811812,highway,turning_circle,regular
1838827679,highway,turning_circle,regular
1838866131,highway,turning_circle,regular
1839087109,barrier,gate,regular
1839130252,barrier,lift_gate,regular
1839761423,highway,turning_circle,regular
1839761474,highway,turning_circle,regular
1839761637,highway,turning_circle,regular
1840048749,highway,traffic_signals,regular
1840160650,amenity,cafe,regular
1840160650,cuisine,coffee_shop,regular
1840160650,source,survey,regular
1840600291,highway,turning_circle,regular
1840600291,source,Bing,regular
1840710369,highway,crossing,regular
1840710369,source,bing,regular
1840720650,highway,traffic_signals,regular
1841120906,crossing,uncontrolled,regular
1841120906,crossing_ref,zebra,regular
1841120906,highway,crossing,regular
1841534291,source,Bing aerial,regular
1841534291,traffic_calming,table,regular
1841736317,highway,turning_circle,regular
1841764855,highway,turning_circle,regular
1842041729,highway,turning_circle,regular
1842041729,source,Bing,regular
1842115874,highway,turning_circle,regular
1842543571,housenumber,40,addr
1842543571,street,Brushwood Drive,addr
1842549630,highway,turning_circle,regular
1842577563,highway,turning_circle,regular
1842577959,highway,turning_circle,regular
1843272637,highway,turning_circle,regular
1843272637,source,Bing,regular
1843446006,highway,turning_circle,regular
1844044410,highway,turning_circle,regular
1844044882,highway,turning_circle,regular
1844191412,highway,turning_circle,regular
1844193233,highway,turning_circle,regular
1844243625,highway,turning_circle,regular
1844243789,highway,traffic_signals,regular
1844369227,highway,turning_circle,regular
1844369252,highway,turning_circle,regular
1844369302,highway,turning_circle,regular
1844418997,highway,turning_circle,regular
1844420222,highway,turning_circle,regular
1844451891,highway,turning_circle,regular
1844451891,source,Bing,regular
1844543731,highway,turning_circle,regular
1844544080,highway,turning_circle,regular
1844544513,highway,turning_circle,regular
1844668046,highway,turning_circle,regular
1844668559,highway,turning_circle,regular
1844669330,highway,turning_circle,regular
1844692231,highway,turning_circle,regular
1844692284,highway,turning_circle,regular
1845352888,highway,turning_circle,regular
1846172287,highway,turning_circle,regular
1846197493,highway,turning_circle,regular
1846197493,source,Bing,regular
1846201178,highway,turning_circle,regular
1846207644,highway,turning_circle,regular
1846236381,highway,turning_circle,regular
1846675665,amenity,parking,regular
1847223278,highway,turning_circle,regular
1847223278,source,Bing,regular
1847279337,power,tower,regular
1847322079,highway,turning_circle,regular
1847391063,highway,turning_circle,regular
1847406824,highway,turning_circle,regular
1848407700,highway,turning_circle,regular
1848409756,power,tower,regular
1848409756,source,bing,regular
1848414527,highway,turning_circle,regular
1848455104,highway,traffic_signals,regular
1848552928,highway,turning_circle,regular
1848978322,highway,turning_circle,regular
1849009516,highway,turning_circle,regular
1849009595,highway,traffic_signals,regular
1849468100,amenity,school,regular
1849468100,name,Henry Fulton Public School,regular
1850430900,highway,turning_circle,regular
1850526515,highway,turning_circle,regular
1850526515,source,bing,regular
1850633689,highway,turning_circle,regular
1851048874,amenity,library,regular
1851048874,name,Turramurra Library,regular
1851226424,highway,turning_circle,regular
1851345141,highway,turning_circle,regular
1851345141,source,bing,regular
1851615180,traffic_calming,choker,regular
1852325515,barrier,gate,regular
1852442117,highway,turning_circle,regular
1853400012,highway,turning_circle,regular
1853716338,highway,turning_circle,regular
1854056852,cycleway,physical inspection of signage,source
1854056986,cycleway,physical inspection of signage,source
1854420325,highway,turning_circle,regular
1854420325,source,bing,regular
1854420671,highway,turning_circle,regular
1854420671,source,bing,regular
1854525497,highway,turning_circle,regular
1854580405,highway,turning_circle,regular
1854621060,highway,turning_circle,regular
1854747028,highway,turning_circle,regular
1854776340,highway,turning_circle,regular
1854776444,highway,turning_circle,regular
1854776592,highway,turning_circle,regular
1854802614,highway,turning_circle,regular
1854851757,highway,turning_circle,regular
1854878679,highway,turning_circle,regular
